,São Paulo,Porto Alegre,Rio de Janeiro,Campinas,Belo Horizonte,area,rooms,bathroom,parking spaces,floor,isHouse,animal,furniture,y con + alu
1623,0,1,0,0,0,240,3,2,4,1,1,1,0,5500
872,0,0,1,0,0,200,4,3,2,2,0,1,0,9900
9985,0,0,1,0,0,86,2,1,0,3,0,1,1,3400
5882,0,0,0,0,1,62,2,2,0,1,0,1,0,1300
6742,1,0,0,0,0,90,2,2,2,7,0,1,0,4670
5709,0,0,0,1,0,92,3,4,2,1,0,1,0,3004
10069,1,0,0,0,0,65,2,2,1,20,0,1,1,6700
10065,1,0,0,0,0,70,2,2,1,2,0,1,0,2210
10386,1,0,0,0,0,220,3,5,4,10,0,1,0,9050
248,1,0,0,0,0,25,1,1,0,14,0,1,0,1907
10063,1,0,0,0,0,80,2,1,1,6,0,1,0,1900
4185,1,0,0,0,0,158,3,3,2,10,0,0,0,7495
8544,1,0,0,0,0,32,1,1,1,1,0,1,1,5200
2807,0,0,1,0,0,70,2,1,0,5,0,1,0,3450
554,1,0,0,0,0,200,3,4,0,2,0,1,0,7272
971,0,0,0,0,1,300,4,4,4,4,0,1,0,12200
3022,1,0,0,0,0,90,2,1,2,4,0,1,0,3100
9519,1,0,0,0,0,330,4,5,5,13,0,1,0,8824
7582,0,0,0,0,1,97,2,1,0,11,0,0,0,2194
3469,0,0,0,0,1,195,4,2,2,1,1,1,0,3400
5440,0,0,1,0,0,90,2,1,2,5,0,0,0,3517
7162,0,0,1,0,0,42,1,1,0,8,0,1,0,1800
6663,1,0,0,0,0,108,3,2,2,5,0,1,0,5448
9567,1,0,0,0,0,111,3,4,2,1,0,0,0,4680
10467,1,0,0,0,0,348,4,4,1,15,0,1,1,9689
10485,1,0,0,0,0,150,2,3,3,1,1,1,0,3100
447,0,0,1,0,0,72,2,2,1,2,0,0,1,4514
10652,1,0,0,0,0,125,2,1,1,1,1,1,0,1490
9439,1,0,0,0,0,76,3,2,2,8,0,1,0,4079
9259,1,0,0,0,0,400,4,3,3,1,1,1,0,7000
5424,0,1,0,0,0,50,2,1,0,13,0,1,1,1888
7228,0,0,0,0,1,120,4,4,2,6,0,1,0,4100
6051,0,0,0,1,0,45,1,1,0,1,1,0,0,700
10454,1,0,0,0,0,100,1,2,2,3,0,0,0,6690
10491,1,0,0,0,0,128,3,3,0,3,0,1,1,14500
3989,0,0,0,0,1,85,3,2,1,3,0,1,0,1700
6380,1,0,0,0,0,83,3,2,2,7,0,1,0,4494
461,1,0,0,0,0,205,3,3,3,1,1,1,0,5525
3528,1,0,0,0,0,170,3,3,2,1,1,1,0,5000
4459,1,0,0,0,0,174,3,4,3,15,0,0,0,12900
7626,0,1,0,0,0,60,2,1,0,1,1,0,0,1500
6165,0,0,0,0,1,235,4,3,1,1,1,1,0,12000
8422,1,0,0,0,0,380,4,4,3,1,1,1,1,7500
5289,1,0,0,0,0,150,3,1,1,9,0,1,0,5972
5058,1,0,0,0,0,74,3,2,1,6,0,1,0,2228
750,0,1,0,0,0,57,2,2,1,6,0,0,0,2225
1175,1,0,0,0,0,40,1,1,1,6,0,0,1,4300
3532,1,0,0,0,0,95,1,2,2,15,0,1,0,9859
376,1,0,0,0,0,30,1,1,0,3,0,1,1,3250
410,0,0,1,0,0,42,1,1,0,4,0,0,1,2473
6756,0,1,0,0,0,70,2,1,0,1,1,1,0,1650
5361,0,0,1,0,0,94,3,2,1,25,0,1,0,5033
5157,1,0,0,0,0,106,2,3,2,14,0,1,1,5089
5281,0,1,0,0,0,47,1,1,1,1,0,0,1,2600
7612,0,0,0,0,1,180,4,1,3,1,1,1,0,5900
2913,0,0,0,0,1,91,2,3,1,9,0,1,1,3203
7645,0,0,0,0,1,659,5,4,6,1,1,1,0,11000
10681,1,0,0,0,0,230,3,5,3,3,0,0,0,14800
4326,0,0,1,0,0,58,2,1,0,1,0,0,0,1747
5979,1,0,0,0,0,188,3,3,3,4,0,1,1,9800
5965,1,0,0,0,0,90,2,2,0,1,0,1,1,3520
2474,1,0,0,0,0,145,4,4,3,14,0,1,0,6163
4889,1,0,0,0,0,28,1,1,1,5,0,1,0,2080
9044,0,1,0,0,0,200,3,3,2,1,1,1,0,5981
274,1,0,0,0,0,120,2,2,2,22,0,0,1,4900
1496,1,0,0,0,0,40,1,1,0,1,1,0,0,970
3095,0,1,0,0,0,50,1,1,1,3,0,0,0,1570
2516,0,0,1,0,0,80,2,2,1,7,0,1,1,6615
8871,1,0,0,0,0,596,4,5,2,1,1,1,1,15000
9657,0,0,1,0,0,144,3,2,0,2,0,1,1,7075
10190,1,0,0,0,0,320,3,4,3,1,1,1,0,12000
6125,1,0,0,0,0,48,1,1,1,12,0,1,1,4566
9359,0,0,0,0,1,115,3,3,1,1,0,0,0,2235
5716,1,0,0,0,0,305,3,3,3,8,0,1,0,8600
2012,0,0,1,0,0,64,2,1,1,2,0,1,0,3500
3071,1,0,0,0,0,309,4,7,8,1,1,1,0,8000
4189,1,0,0,0,0,151,4,3,3,6,0,1,0,6061
6214,1,0,0,0,0,54,1,1,1,13,0,0,0,5614
4377,1,0,0,0,0,70,2,2,1,1,1,1,0,2400
6271,1,0,0,0,0,70,1,1,1,10,0,1,1,4059
8903,1,0,0,0,0,33,1,1,1,12,0,0,0,4702
467,1,0,0,0,0,70,1,1,1,10,0,1,1,3859
5234,0,0,0,1,0,50,1,1,0,11,0,0,0,1132
8752,1,0,0,0,0,70,2,2,2,3,0,1,0,2500
9246,1,0,0,0,0,37,1,1,1,1,0,0,1,2896
1508,1,0,0,0,0,69,3,1,1,8,0,1,0,2000
1981,0,0,1,0,0,150,3,1,2,2,0,1,0,8490
3307,1,0,0,0,0,64,2,2,1,4,0,1,0,3190
1684,1,0,0,0,0,26,1,1,0,6,0,1,1,2550
499,0,0,0,0,1,123,3,2,1,3,0,1,0,2963
5456,1,0,0,0,0,200,4,5,3,2,0,1,0,7100
5038,1,0,0,0,0,223,4,4,7,1,1,1,0,5500
7636,1,0,0,0,0,32,1,1,1,11,0,0,1,3880
513,1,0,0,0,0,30,1,1,1,15,0,0,1,4168
10004,1,0,0,0,0,47,1,2,1,11,0,1,0,3940
4121,1,0,0,0,0,250,5,3,2,1,1,1,0,2960
4864,1,0,0,0,0,13,1,1,0,1,0,1,0,2200
3393,0,1,0,0,0,80,2,1,1,1,0,1,0,833
9556,1,0,0,0,0,20,1,1,0,4,0,1,1,2402
921,1,0,0,0,0,56,2,2,1,4,0,1,0,2500
4755,1,0,0,0,0,750,4,6,2,1,1,1,0,15000
3405,1,0,0,0,0,162,2,3,3,3,0,0,1,17200
2791,0,0,1,0,0,136,3,1,0,8,0,1,1,5000
4401,1,0,0,0,0,224,4,4,3,2,0,1,1,12250
9921,0,0,1,0,0,100,2,3,1,7,0,1,1,3870
474,1,0,0,0,0,42,1,1,0,9,0,1,1,2790
9229,1,0,0,0,0,350,4,5,2,1,1,1,1,15000
5325,1,0,0,0,0,167,3,3,4,10,0,1,0,7314
465,0,0,0,1,0,57,1,1,1,2,0,1,0,1405
1730,1,0,0,0,0,211,3,5,3,12,0,1,1,9500
8129,1,0,0,0,0,80,1,2,2,5,0,1,0,6522
7632,1,0,0,0,0,65,2,2,1,1,1,0,0,1970
4504,1,0,0,0,0,45,1,1,1,13,0,1,0,3106
5333,1,0,0,0,0,54,2,2,1,2,0,1,0,2327
6334,0,0,0,1,0,84,3,1,1,3,0,1,0,2150
480,1,0,0,0,0,125,3,3,2,1,1,1,0,2800
2609,1,0,0,0,0,170,3,4,0,14,0,1,1,6200
5576,1,0,0,0,0,130,3,2,1,1,0,1,0,5700
4288,1,0,0,0,0,170,6,5,1,1,1,1,0,3468
10630,1,0,0,0,0,380,3,5,4,1,1,1,0,5500
4113,1,0,0,0,0,32,1,1,1,8,0,1,1,3700
10137,1,0,0,0,0,90,2,2,0,2,0,0,0,1980
10408,0,0,1,0,0,300,4,2,2,6,0,1,0,11200
2199,1,0,0,0,0,20,1,1,0,5,0,1,1,2402
9329,1,0,0,0,0,50,2,2,1,12,0,0,0,1600
8839,0,0,0,0,1,90,3,2,1,1,0,1,0,1580
9495,1,0,0,0,0,30,1,1,0,1,1,0,0,1200
9255,1,0,0,0,0,160,2,3,2,12,0,1,1,5710
4640,1,0,0,0,0,230,3,2,3,1,1,0,0,4500
7944,0,0,1,0,0,24,1,1,0,10,0,1,0,1999
10097,1,0,0,0,0,41,1,1,1,16,0,1,1,3175
10426,1,0,0,0,0,600,4,3,3,1,0,1,0,9750
1349,1,0,0,0,0,50,1,1,0,6,0,1,1,2880
4938,0,1,0,0,0,37,1,1,0,1,0,1,0,920
2232,1,0,0,0,0,137,3,3,1,9,0,1,1,6747
1935,1,0,0,0,0,30,1,1,0,1,1,1,0,750
7573,0,0,1,0,0,90,3,2,0,3,0,1,0,2630
7699,0,1,0,0,0,61,2,1,0,1,0,1,0,1670
8379,1,0,0,0,0,195,2,3,1,10,0,1,0,7500
1692,0,0,0,0,1,28,1,1,0,1,1,0,1,1650
4631,1,0,0,0,0,400,3,6,3,1,1,1,0,4780
2455,1,0,0,0,0,59,2,1,1,9,0,1,1,2001
2628,0,0,0,0,1,103,2,2,2,1,0,0,0,1600
1606,0,0,0,0,1,15,1,1,0,1,1,1,0,710
8012,0,0,1,0,0,60,1,1,0,9,0,1,0,3749
8506,0,0,1,0,0,57,1,1,1,2,0,1,0,14400
8701,0,0,1,0,0,73,2,1,1,4,0,1,0,1825
714,0,1,0,0,0,85,3,2,2,9,0,0,1,4240
4560,1,0,0,0,0,65,3,1,1,6,0,1,1,2450
10300,1,0,0,0,0,192,4,5,4,11,0,0,1,17800
6849,1,0,0,0,0,92,3,2,2,10,0,1,0,4490
5216,1,0,0,0,0,71,2,1,1,7,0,1,0,3344
10197,1,0,0,0,0,120,3,4,3,13,0,1,0,6950
10014,1,0,0,0,0,198,4,2,0,1,1,1,0,4000
9740,1,0,0,0,0,50,2,1,1,3,0,1,0,5200
6206,1,0,0,0,0,40,1,1,1,5,0,0,0,4300
6178,0,0,0,0,1,24,1,1,1,7,0,0,0,1357
8866,1,0,0,0,0,78,2,2,2,8,0,1,1,7200
5168,1,0,0,0,0,300,4,2,2,1,0,1,1,9500
1616,1,0,0,0,0,74,2,2,2,7,0,1,0,4500
3724,1,0,0,0,0,55,1,1,0,1,0,1,0,1400
7590,0,0,1,0,0,45,2,1,0,5,0,1,0,1100
1446,0,0,1,0,0,312,4,4,3,13,0,1,0,19000
8478,1,0,0,0,0,50,2,1,1,5,0,1,1,1605
1020,1,0,0,0,0,845,5,9,6,1,1,1,1,8499
705,0,0,1,0,0,60,1,1,1,7,0,1,0,1860
7464,1,0,0,0,0,23,1,1,0,23,0,1,0,2499
6433,1,0,0,0,0,150,3,5,3,1,1,1,1,4500
3351,0,1,0,0,0,62,2,1,1,7,0,0,0,1862
10442,0,0,1,0,0,40,2,1,1,4,0,1,0,1450
8380,1,0,0,0,0,43,2,7,2,11,0,1,0,2527
5120,1,0,0,0,0,170,4,3,2,15,0,0,1,13000
8656,0,0,1,0,0,284,4,6,2,5,0,1,1,14720
1566,0,0,0,1,0,150,4,5,2,1,0,1,0,3960
908,1,0,0,0,0,50,2,1,1,1,0,1,0,1400
4851,0,0,1,0,0,55,2,2,1,5,0,0,0,1570
8347,1,0,0,0,0,93,2,2,1,8,0,1,0,3748
3413,0,0,0,0,1,28,1,1,1,6,0,0,1,1610
9871,1,0,0,0,0,70,2,2,2,11,0,0,1,5801
8387,1,0,0,0,0,170,4,2,1,3,0,1,1,7637
4879,0,0,0,1,0,80,1,1,1,7,0,1,0,3350
4975,0,0,0,0,1,300,4,3,3,3,0,1,0,8900
7932,1,0,0,0,0,250,3,4,4,2,0,0,1,13200
8517,0,0,0,0,1,247,4,5,4,15,0,1,1,15295
9729,0,0,0,0,1,114,3,2,2,8,0,0,0,4284
9890,0,1,0,0,0,35,1,1,0,2,0,1,0,1290
5581,1,0,0,0,0,116,3,2,1,6,0,1,0,2650
594,1,0,0,0,0,140,2,2,1,5,0,0,1,2600
1558,0,1,0,0,0,35,1,1,0,3,0,1,1,1080
5020,1,0,0,0,0,25,1,1,1,25,0,1,0,2431
440,0,1,0,0,0,52,1,1,0,1,1,1,0,1350
4985,1,0,0,0,0,33,1,1,0,14,0,1,0,4499
9139,0,1,0,0,0,180,3,2,3,2,0,1,1,5100
8585,1,0,0,0,0,110,3,4,3,8,0,1,0,3564
3125,0,0,1,0,0,160,3,2,1,4,0,1,1,8757
4800,1,0,0,0,0,70,2,1,0,12,0,1,1,2815
8812,1,0,0,0,0,49,1,1,0,1,1,0,0,1350
9598,0,1,0,0,0,55,2,1,0,3,0,0,0,1485
10,1,0,0,0,0,26,1,1,0,2,0,1,1,2570
7281,0,1,0,0,0,80,3,2,2,4,0,1,0,2150
8568,0,0,0,0,1,70,3,1,1,3,0,1,0,1160
9400,1,0,0,0,0,67,3,1,1,2,0,1,0,3492
3233,0,0,1,0,0,70,3,1,1,2,0,1,0,1750
4291,1,0,0,0,0,62,2,1,1,1,0,1,1,1810
93,0,0,0,0,1,296,4,3,2,1,1,1,0,13500
3617,1,0,0,0,0,60,2,2,2,7,0,1,0,1994
10126,1,0,0,0,0,278,4,3,3,3,0,1,0,13790
6338,1,0,0,0,0,216,3,4,4,7,0,1,1,17300
6700,1,0,0,0,0,350,2,1,0,1,1,1,0,2500
5615,0,0,1,0,0,60,2,1,1,3,0,1,0,1950
5537,0,1,0,0,0,76,1,1,0,5,0,0,1,1993
2984,1,0,0,0,0,95,3,2,1,7,0,1,0,3150
8439,1,0,0,0,0,100,2,2,1,6,0,0,0,3690
292,0,0,0,0,1,320,4,2,4,1,1,1,0,3200
788,0,1,0,0,0,80,2,1,1,1,0,1,0,1850
9747,1,0,0,0,0,54,2,2,1,12,0,1,0,3754
8257,1,0,0,0,0,104,1,3,2,14,0,0,0,6200
9923,0,0,1,0,0,60,2,1,1,4,0,1,0,2050
8074,1,0,0,0,0,73,2,2,1,11,0,1,0,1950
4428,0,1,0,0,0,67,3,2,1,3,0,1,0,1580
3037,1,0,0,0,0,44,1,1,1,9,0,1,1,2298
5193,1,0,0,0,0,51,1,1,0,9,0,1,0,2317
6969,0,1,0,0,0,238,4,3,1,5,0,1,1,5450
8405,1,0,0,0,0,140,3,3,3,2,0,1,0,5840
8181,0,0,0,1,0,40,1,1,1,6,0,1,0,1250
5398,1,0,0,0,0,16,1,1,0,1,0,0,0,850
4127,1,0,0,0,0,56,1,1,1,8,0,1,0,7100
1318,1,0,0,0,0,90,2,2,0,1,0,0,0,2457
10290,0,0,0,0,1,65,1,1,1,10,0,1,0,4391
4731,1,0,0,0,0,237,4,4,4,4,0,1,0,8090
5229,1,0,0,0,0,65,2,2,1,8,0,1,0,4756
6177,0,0,0,0,1,55,2,2,2,3,0,1,0,2670
3910,0,1,0,0,0,50,1,1,1,14,0,0,1,2600
5753,1,0,0,0,0,80,2,1,2,2,0,1,1,3324
9889,0,0,1,0,0,28,1,1,0,11,0,0,1,2650
9461,0,0,0,0,1,80,2,1,0,2,0,1,0,1150
8931,1,0,0,0,0,24,2,2,1,13,0,1,0,6493
4338,1,0,0,0,0,440,1,2,4,1,1,1,0,9801
8802,1,0,0,0,0,222,4,3,4,15,0,1,0,9100
4366,0,0,1,0,0,117,3,1,1,2,0,0,0,3900
2894,1,0,0,0,0,50,2,1,1,1,1,1,0,1610
3434,0,0,1,0,0,90,2,2,0,4,0,0,1,5657
10452,0,0,0,0,1,100,3,2,2,2,0,1,0,1940
2465,0,1,0,0,0,145,3,4,0,2,0,1,1,3200
5696,1,0,0,0,0,300,3,3,5,1,1,1,0,5400
3945,0,0,1,0,0,155,3,2,1,10,0,1,0,5750
6243,0,0,1,0,0,95,2,2,1,11,0,1,0,4024
4463,1,0,0,0,0,90,1,1,0,1,1,1,0,2200
5875,1,0,0,0,0,80,1,1,0,1,1,1,0,1600
3995,1,0,0,0,0,120,4,2,2,1,1,0,0,4500
3790,1,0,0,0,0,95,3,2,1,10,0,0,1,5318
10618,1,0,0,0,0,200,4,4,3,7,0,0,0,8941
2252,1,0,0,0,0,56,2,1,1,11,0,1,0,2950
7061,1,0,0,0,0,330,4,3,0,9,0,1,0,14400
5547,0,0,0,1,0,140,4,3,2,14,0,1,0,4530
7203,1,0,0,0,0,100,2,3,2,4,0,1,0,4000
2754,0,0,0,0,1,59,2,2,0,2,0,0,1,1910
837,0,0,0,0,1,100,3,2,1,5,0,1,0,2230
6503,1,0,0,0,0,47,2,1,1,4,0,0,0,1680
4461,1,0,0,0,0,104,2,2,2,4,0,0,1,4030
4687,0,0,0,1,0,55,2,1,1,1,0,1,0,1292
2595,1,0,0,0,0,65,2,2,1,7,0,1,0,2430
6216,1,0,0,0,0,50,2,1,1,5,0,1,0,1670
227,1,0,0,0,0,109,3,2,2,7,0,1,0,4246
4194,1,0,0,0,0,35,3,2,0,1,1,1,0,1600
3495,1,0,0,0,0,122,3,2,1,17,0,1,0,4830
6209,1,0,0,0,0,78,2,1,3,1,1,1,0,1600
9066,0,0,1,0,0,76,2,2,1,8,0,1,1,4900
5130,1,0,0,0,0,60,1,1,1,20,0,0,1,3740
4623,0,1,0,0,0,194,2,3,0,3,0,1,0,4010
4671,1,0,0,0,0,480,4,5,3,1,1,1,0,15000
6307,1,0,0,0,0,210,3,3,3,17,0,1,0,9300
2328,1,0,0,0,0,389,4,5,6,4,0,1,0,12500
5032,0,1,0,0,0,44,1,2,0,3,0,1,0,1490
4030,0,0,1,0,0,65,2,1,0,3,0,1,0,1310
7393,0,0,0,1,0,170,2,3,3,16,0,1,0,7250
10276,0,1,0,0,0,116,4,3,1,3,0,1,1,3150
10232,1,0,0,0,0,240,4,4,4,8,0,1,1,5923
157,1,0,0,0,0,660,4,5,5,12,0,1,1,24800
4914,0,0,0,0,1,68,3,2,1,2,0,1,0,1050
8059,1,0,0,0,0,150,3,2,2,16,0,1,0,6700
4273,0,0,1,0,0,15,1,1,0,11,0,0,1,1670
8438,1,0,0,0,0,85,2,2,0,8,0,1,1,5750
1441,0,1,0,0,0,70,2,2,2,9,0,1,0,2135
2982,0,0,0,0,1,73,3,1,1,3,0,1,0,2107
1957,1,0,0,0,0,40,1,1,1,12,0,1,1,2160
2124,0,0,1,0,0,20,1,1,0,1,1,1,0,700
5799,0,0,1,0,0,180,3,2,2,10,0,0,0,9000
700,0,1,0,0,0,64,2,1,0,1,0,1,0,2050
7488,0,0,1,0,0,20,1,1,0,4,0,0,0,1120
1670,0,1,0,0,0,220,3,3,4,1,1,1,0,2500
10478,1,0,0,0,0,44,1,1,0,4,0,1,0,3550
3710,1,0,0,0,0,65,2,2,1,9,0,0,0,1721
8514,0,0,1,0,0,90,3,1,0,2,0,1,0,1750
9913,0,0,1,0,0,240,4,4,2,2,0,1,1,16190
3333,1,0,0,0,0,120,3,3,1,4,0,1,0,3885
6711,0,0,0,0,1,90,4,3,1,2,0,1,0,1100
4807,1,0,0,0,0,573,4,5,7,1,1,1,1,14000
8201,1,0,0,0,0,450,4,5,5,1,1,0,0,12000
4148,1,0,0,0,0,74,2,2,0,10,0,1,0,2260
9965,0,0,1,0,0,84,3,1,1,3,0,1,0,1800
1963,1,0,0,0,0,380,3,4,4,1,1,1,0,8000
9031,1,0,0,0,0,100,3,3,2,1,1,0,0,2120
3053,0,1,0,0,0,80,3,1,1,8,0,1,0,2100
8676,1,0,0,0,0,280,6,6,3,1,1,1,0,5000
6419,1,0,0,0,0,72,2,2,1,6,0,1,0,6370
8458,0,0,0,1,0,48,2,1,1,1,1,1,0,1450
5231,0,1,0,0,0,30,1,1,0,3,0,0,0,900
9023,1,0,0,0,0,40,1,1,0,1,1,1,0,1001
7315,1,0,0,0,0,39,1,1,1,5,0,1,0,3644
4467,1,0,0,0,0,50,2,2,1,10,0,1,0,2280
2613,1,0,0,0,0,250,5,6,2,1,1,1,0,9000
8537,0,1,0,0,0,115,3,2,1,3,0,1,0,3400
3111,0,0,1,0,0,20,1,1,0,8,0,1,1,2000
6497,1,0,0,0,0,58,2,2,1,12,0,0,1,4928
3050,0,0,1,0,0,30,1,1,0,3,0,1,0,1350
1402,0,1,0,0,0,80,3,1,1,1,0,1,0,1650
1543,1,0,0,0,0,22,1,1,0,1,1,0,0,976
6486,1,0,0,0,0,137,3,2,1,6,0,1,0,6180
4773,1,0,0,0,0,162,2,2,1,13,0,1,0,6804
6615,0,0,0,0,1,1000,5,4,3,15,0,1,0,8255
4023,1,0,0,0,0,250,4,3,3,1,1,1,0,4350
6237,1,0,0,0,0,48,1,1,2,1,0,1,1,5516
3746,1,0,0,0,0,300,4,4,4,4,0,0,0,5400
1722,1,0,0,0,0,120,3,2,1,1,0,0,0,3370
6521,1,0,0,0,0,375,4,5,5,1,0,1,0,19793
7091,0,1,0,0,0,70,2,1,0,8,0,1,1,1600
2698,1,0,0,0,0,140,5,2,1,1,0,1,1,3999
6451,1,0,0,0,0,90,2,2,2,16,0,0,1,5667
5653,0,1,0,0,0,49,2,1,0,4,0,1,0,1900
8385,1,0,0,0,0,52,1,2,1,4,0,1,1,4645
603,0,0,0,1,0,214,3,3,2,1,0,1,0,7916
8309,1,0,0,0,0,700,4,6,6,1,1,1,0,12500
4398,1,0,0,0,0,72,3,2,1,12,0,1,0,2710
3776,0,0,0,1,0,115,3,2,1,4,0,1,0,2044
7565,1,0,0,0,0,200,4,3,3,6,0,1,0,7600
393,0,1,0,0,0,43,1,1,0,4,0,0,1,2390
9786,0,0,0,1,0,238,4,5,4,10,0,1,1,6800
10448,0,1,0,0,0,190,4,3,1,1,1,1,1,6450
8667,0,0,0,1,0,64,2,2,2,9,0,1,0,2424
10196,1,0,0,0,0,230,3,4,4,1,1,0,1,5500
8295,1,0,0,0,0,177,4,5,4,12,0,1,0,10700
4525,0,0,1,0,0,38,1,1,0,6,0,1,0,1665
95,1,0,0,0,0,133,3,2,0,6,0,1,0,3770
2932,1,0,0,0,0,80,3,2,2,4,0,1,0,3340
4294,0,0,0,0,1,20,1,1,0,1,0,0,0,500
8757,0,0,1,0,0,186,3,4,2,5,0,1,0,16000
3684,0,0,0,0,1,96,3,1,1,11,0,1,1,2775
10322,0,0,0,1,0,48,1,1,0,13,0,1,0,1200
4210,1,0,0,0,0,35,1,1,0,1,1,1,0,1100
8279,1,0,0,0,0,30,1,1,0,1,0,0,0,1459
10633,0,0,1,0,0,290,4,4,0,1,1,1,0,15000
2039,0,1,0,0,0,60,1,2,2,15,0,1,0,3300
3105,0,0,0,1,0,58,2,1,1,1,0,1,1,3885
4689,0,0,0,0,1,30,1,1,1,2,0,0,1,860
10385,1,0,0,0,0,84,3,3,2,7,0,1,0,2550
6669,1,0,0,0,0,178,4,3,2,5,0,1,0,8400
7493,1,0,0,0,0,58,2,1,1,3,0,1,0,1300
7671,0,0,0,1,0,165,3,2,1,1,0,1,0,2900
6931,0,0,1,0,0,50,1,1,0,1,0,1,1,1000
4680,0,0,0,1,0,80,3,1,4,1,1,1,0,5500
6621,0,0,0,0,1,94,3,2,1,1,0,0,1,2350
2088,0,0,1,0,0,25,1,1,0,8,0,1,0,2450
1631,1,0,0,0,0,100,4,2,2,1,1,1,0,3500
8430,0,0,1,0,0,68,2,2,1,7,0,0,0,1755
5504,1,0,0,0,0,175,1,3,2,19,0,0,1,5042
6658,1,0,0,0,0,320,3,5,0,10,0,0,0,10778
9831,0,0,0,0,1,90,2,1,1,4,0,1,0,1900
9202,1,0,0,0,0,76,2,2,1,6,0,0,0,1850
2629,1,0,0,0,0,135,3,2,2,3,0,1,0,3950
3397,1,0,0,0,0,62,1,1,0,4,0,1,1,2970
5652,1,0,0,0,0,150,2,2,2,1,1,1,0,6000
5712,0,0,1,0,0,53,2,2,1,7,0,1,0,2050
4768,0,0,1,0,0,40,2,1,0,2,0,1,0,1897
4565,1,0,0,0,0,41,1,1,1,3,0,1,1,3334
2067,0,1,0,0,0,70,2,1,0,1,1,1,1,2070
3853,1,0,0,0,0,500,3,2,8,1,1,1,0,4000
1599,0,0,0,1,0,73,3,2,2,17,0,1,0,2970
10497,1,0,0,0,0,279,5,5,6,3,0,1,1,5320
9261,0,1,0,0,0,45,1,1,0,2,0,1,0,1290
9857,1,0,0,0,0,1000,4,2,8,1,1,1,0,15000
7960,1,0,0,0,0,43,2,1,1,1,1,1,0,2180
6213,0,0,0,1,0,50,2,1,1,3,0,1,0,1470
809,1,0,0,0,0,150,5,5,4,3,0,0,1,5500
2029,0,0,0,0,1,62,3,2,1,4,0,0,0,1330
3689,0,0,0,0,1,90,1,2,0,4,0,1,0,1625
6951,0,1,0,0,0,112,2,2,2,10,0,1,0,4253
5350,1,0,0,0,0,32,1,1,1,3,0,0,1,2630
10412,1,0,0,0,0,60,1,1,0,1,1,0,0,980
1702,1,0,0,0,0,79,3,2,2,11,0,1,0,1942
2903,1,0,0,0,0,460,6,6,4,1,1,1,0,6500
5362,0,0,0,0,1,147,4,2,3,10,0,1,0,5550
8104,0,0,0,1,0,25,1,1,0,3,0,0,0,1220
5597,0,0,1,0,0,90,2,2,1,3,0,1,0,1800
4533,1,0,0,0,0,40,1,1,1,5,0,1,0,2130
3509,0,0,1,0,0,60,2,1,0,6,0,0,1,2498
1880,0,0,0,0,1,113,3,3,1,1,0,1,0,1450
5250,1,0,0,0,0,120,3,3,2,1,1,1,0,4200
9529,0,0,1,0,0,25,1,1,0,2,0,0,1,1800
9252,1,0,0,0,0,25,1,1,0,1,1,1,0,1220
6422,1,0,0,0,0,45,1,1,1,1,0,0,1,8520
5371,0,1,0,0,0,49,1,1,0,4,0,1,0,1230
7778,1,0,0,0,0,180,3,3,2,16,0,1,0,13200
6502,0,0,0,0,1,45,1,1,0,9,0,1,0,1385
4060,1,0,0,0,0,320,4,5,0,11,0,1,1,13300
4205,1,0,0,0,0,250,3,2,2,1,1,1,1,6000
1046,1,0,0,0,0,60,3,2,1,1,1,1,1,2430
8727,0,0,0,0,1,330,5,7,5,10,0,1,0,5830
7361,1,0,0,0,0,140,2,3,2,2,0,1,0,5600
6176,0,0,1,0,0,480,5,6,4,3,0,1,0,11236
1568,1,0,0,0,0,334,3,3,8,1,1,1,0,8600
462,1,0,0,0,0,100,3,2,1,1,1,1,0,3300
743,1,0,0,0,0,197,3,1,2,1,1,1,0,2100
222,0,0,0,0,1,59,2,2,1,2,0,1,0,1290
6077,0,0,1,0,0,105,3,2,1,4,0,1,0,4090
4698,0,0,1,0,0,70,2,1,0,2,0,0,0,1100
5593,1,0,0,0,0,194,4,3,2,7,0,1,0,5599
625,1,0,0,0,0,61,1,1,0,9,0,0,0,1994
5728,1,0,0,0,0,220,4,4,2,10,0,1,0,5700
3320,0,1,0,0,0,470,3,3,4,1,1,1,1,3700
9013,0,0,1,0,0,21,1,1,0,2,0,1,0,2800
5617,1,0,0,0,0,490,3,5,4,1,1,1,0,10000
8672,1,0,0,0,0,820,4,4,6,1,1,1,0,15500
10212,1,0,0,0,0,50,2,1,0,6,0,1,0,2305
9549,0,1,0,0,0,62,2,1,0,1,1,0,0,1330
353,1,0,0,0,0,120,2,3,0,2,0,1,0,4204
456,1,0,0,0,0,450,8,5,5,1,1,1,0,8000
5270,1,0,0,0,0,160,3,1,1,1,1,1,0,3000
239,1,0,0,0,0,20,1,1,1,3,0,0,1,3060
2815,1,0,0,0,0,250,3,4,3,8,0,1,0,11850
2564,0,0,0,0,1,649,5,5,6,1,1,1,1,15000
4269,1,0,0,0,0,230,4,5,4,4,0,0,0,9500
2127,1,0,0,0,0,197,3,3,2,8,0,1,0,10200
10315,0,0,1,0,0,80,3,2,0,10,0,0,1,1705
4808,1,0,0,0,0,38,1,1,0,6,0,1,0,1680
1018,1,0,0,0,0,140,2,2,2,7,0,1,0,8000
