index,São Paulo,Porto Alegre,Rio de Janeiro,Campinas,Belo Horizonte,area,rooms,bathroom,parking spaces,floor,isHouse,animal,furniture,y con + alu
4033,1,0,0,0,0,90,2,2,1,1,1,1,0,1950
3270,1,0,0,0,0,73,2,2,1,11,0,1,0,1950
761,1,0,0,0,0,47,2,1,1,1,0,0,0,1950
6701,0,1,0,0,0,64,2,1,0,4,0,0,1,1950
8348,1,0,0,0,0,73,2,2,1,13,0,1,0,1950
8873,0,0,0,0,1,100,2,1,0,13,0,1,0,1950
7342,1,0,0,0,0,54,2,1,1,3,0,1,0,1950
473,0,0,0,1,0,45,1,1,1,17,0,1,1,1950
8413,1,0,0,0,0,73,2,2,1,12,0,1,0,1950
3892,1,0,0,0,0,59,2,1,1,1,0,1,0,1953
8848,0,0,0,0,1,55,2,1,1,9,0,0,0,1955
10206,0,0,0,1,0,79,2,2,2,1,0,1,0,1955
1952,0,1,0,0,0,62,2,2,0,2,0,1,0,1956
8209,0,0,1,0,0,30,1,1,0,8,0,0,1,1957
2786,0,0,1,0,0,40,1,1,1,20,0,0,0,1960
3550,1,0,0,0,0,63,2,2,1,1,0,0,0,1960
2494,0,0,1,0,0,44,1,1,0,1,0,1,1,1960
10484,0,0,0,1,0,90,3,1,1,1,0,1,0,1960
755,0,0,0,1,0,98,3,2,1,1,0,1,0,1960
47,0,1,0,0,0,42,1,1,2,2,0,1,1,1960
3578,1,0,0,0,0,49,2,2,1,9,0,1,0,1960
1442,1,0,0,0,0,92,2,1,1,2,0,1,0,1961
2500,0,0,1,0,0,60,2,1,1,2,0,1,0,1961
6929,1,0,0,0,0,46,2,1,0,1,0,1,0,1967
6329,0,1,0,0,0,80,2,2,0,1,1,1,1,1968
8596,0,0,0,1,0,60,1,2,1,10,0,1,0,1968
3931,1,0,0,0,0,65,3,1,1,7,0,1,0,1968
392,0,1,0,0,0,60,2,2,1,11,0,1,0,1969
8616,1,0,0,0,0,100,3,1,0,3,0,1,0,1970
3064,1,0,0,0,0,58,2,1,1,1,0,1,0,1970
8382,1,0,0,0,0,68,3,1,1,1,0,1,0,1970
4842,0,0,0,0,1,70,3,2,1,4,0,1,0,1970
3800,1,0,0,0,0,45,2,1,1,5,0,1,0,1970
8937,1,0,0,0,0,52,2,1,1,7,0,1,0,1973
1129,0,0,1,0,0,32,1,1,0,8,0,1,0,1974
6323,0,0,1,0,0,32,1,1,0,8,0,1,0,1974
9470,1,0,0,0,0,45,2,1,1,11,0,1,0,1978
1350,1,0,0,0,0,73,2,2,2,1,0,1,0,1978
7284,0,1,0,0,0,90,3,2,1,12,0,1,0,1980
4056,1,0,0,0,0,60,3,1,1,4,0,1,0,1980
708,1,0,0,0,0,73,2,1,1,2,0,1,0,1980
9444,0,1,0,0,0,65,2,2,1,2,0,1,0,1980
2400,0,0,0,0,1,21,1,1,1,2,0,0,0,1980
2279,0,0,0,1,0,87,2,1,1,4,0,1,0,1980
10137,1,0,0,0,0,90,2,2,0,2,0,0,0,1980
7883,1,0,0,0,0,48,2,1,1,10,0,1,0,1980
7809,0,0,0,1,0,63,1,1,0,6,0,1,1,1980
2022,0,0,1,0,0,29,1,1,0,2,0,1,0,1984
2947,0,0,0,1,0,85,2,2,1,4,0,1,0,1985
6240,0,0,0,1,0,77,3,1,2,3,0,1,0,1986
8394,1,0,0,0,0,67,2,1,1,7,0,1,0,1990
9705,1,0,0,0,0,59,2,1,1,12,0,1,0,1990
2257,0,0,0,1,0,48,1,1,1,4,0,1,1,1990
8232,0,0,1,0,0,90,2,2,1,4,0,1,0,1990
6078,1,0,0,0,0,33,1,1,1,1,0,0,1,1990
5537,0,1,0,0,0,76,1,1,0,5,0,0,1,1993
10251,0,1,0,0,0,45,1,1,1,6,0,1,0,1995
730,0,0,0,0,1,65,2,1,1,9,0,1,0,1995
7974,0,0,1,0,0,75,2,1,0,1,1,0,0,2000
9124,0,1,0,0,0,67,2,2,1,9,0,1,0,2000
10575,1,0,0,0,0,70,3,2,1,9,0,1,0,2000
3981,1,0,0,0,0,135,2,1,0,2,0,0,0,2000
7363,1,0,0,0,0,120,3,2,2,1,1,1,0,2000
9800,0,0,0,1,0,105,3,2,2,1,1,1,0,2000
3614,0,0,1,0,0,110,3,2,0,1,1,1,0,2000
5339,1,0,0,0,0,100,2,2,2,1,1,1,0,2000
2225,0,0,0,1,0,175,3,2,0,1,1,0,0,2000
5472,1,0,0,0,0,37,1,1,1,4,0,1,0,2000
732,1,0,0,0,0,50,2,1,1,2,0,1,0,2000
4296,1,0,0,0,0,60,1,1,0,1,1,1,0,2000
7432,1,0,0,0,0,60,2,1,1,10,0,1,0,2000
5543,1,0,0,0,0,120,2,1,4,1,1,1,0,2000
10592,1,0,0,0,0,90,3,3,2,1,1,1,0,2000
10338,1,0,0,0,0,90,2,1,0,1,0,1,0,2000
5658,0,0,0,1,0,180,2,1,0,1,1,1,0,2000
3199,1,0,0,0,0,55,2,1,0,1,1,1,0,2000
8032,0,0,1,0,0,64,3,2,0,10,0,1,0,2000
6203,0,0,1,0,0,90,3,2,0,1,0,0,0,2000
2970,0,0,0,1,0,100,2,2,1,11,0,1,0,2000
7306,1,0,0,0,0,140,3,2,2,1,1,1,0,2000
5622,1,0,0,0,0,68,1,1,0,3,0,1,0,2000
9535,1,0,0,0,0,85,2,1,1,1,0,1,0,2000
5605,0,1,0,0,0,60,1,1,2,1,0,1,1,2000
8622,1,0,0,0,0,30,1,1,0,14,0,1,0,2000
204,0,0,1,0,0,68,2,1,0,4,0,0,0,2000
10266,0,1,0,0,0,67,2,2,1,8,0,1,0,2000
4111,0,0,0,1,0,50,1,1,1,11,0,1,0,2000
6797,1,0,0,0,0,100,2,1,0,1,1,0,0,2000
1508,1,0,0,0,0,69,3,1,1,8,0,1,0,2000
4043,1,0,0,0,0,33,1,1,0,3,0,1,0,2000
1030,1,0,0,0,0,39,1,1,1,5,0,1,1,2000
4437,0,0,0,1,0,70,2,1,1,7,0,1,0,2000
3169,0,1,0,0,0,130,2,1,2,1,1,1,0,2000
987,1,0,0,0,0,150,3,4,2,1,1,1,0,2000
5594,1,0,0,0,0,75,2,2,0,1,1,1,0,2000
1336,0,0,0,1,0,52,1,1,1,17,0,1,1,2000
9585,1,0,0,0,0,50,2,1,1,1,0,1,0,2000
3111,0,0,1,0,0,20,1,1,0,8,0,1,1,2000
9245,0,0,0,0,1,70,2,1,1,6,0,1,0,2000
10250,0,0,0,0,1,137,3,2,0,2,0,0,0,2000
267,0,0,0,0,1,308,2,3,3,1,1,1,0,2000
3165,0,0,0,0,1,85,3,2,2,2,0,0,0,2000
4811,1,0,0,0,0,84,2,2,1,1,1,1,0,2000
5159,0,1,0,0,0,40,1,1,0,5,0,0,1,2000
6511,1,0,0,0,0,49,2,1,1,5,0,1,0,2000
7344,1,0,0,0,0,62,3,1,1,7,0,0,0,2000
6098,0,0,0,0,1,100,3,1,0,1,1,1,0,2000
8177,0,0,1,0,0,100,3,1,0,2,0,1,0,2000
1223,0,1,0,0,0,80,2,1,1,3,0,0,0,2000
8043,1,0,0,0,0,30,1,1,0,4,0,1,0,2000
4691,1,0,0,0,0,830,2,2,2,1,1,1,0,2001
1166,1,0,0,0,0,23,1,1,0,1,0,1,0,2003
9254,0,1,0,0,0,102,2,1,0,3,0,1,0,2007
5558,1,0,0,0,0,40,1,1,1,2,0,0,1,2010
128,1,0,0,0,0,68,2,1,1,5,0,1,0,2010
10517,0,0,0,0,1,178,3,2,2,2,0,1,0,2010
10120,1,0,0,0,0,62,3,1,1,8,0,1,0,2010
3292,0,0,1,0,0,45,2,1,1,9,0,1,0,2010
3553,0,0,0,0,1,67,2,2,1,3,0,1,1,2012
10596,0,0,1,0,0,60,2,1,0,2,0,1,1,2015
8323,1,0,0,0,0,80,3,2,1,1,0,0,0,2015
6738,0,1,0,0,0,42,1,2,1,2,0,1,0,2017
6340,0,0,0,0,1,120,3,2,2,1,0,0,0,2018
5277,1,0,0,0,0,28,1,1,0,5,0,1,1,2019
5957,0,0,1,0,0,50,2,1,1,5,0,1,1,2020
6812,0,0,1,0,0,50,2,1,1,5,0,1,1,2020
2068,0,0,1,0,0,60,2,1,1,10,0,1,1,2020
269,1,0,0,0,0,75,2,2,0,2,0,1,0,2020
7151,0,0,0,0,1,85,3,3,2,2,0,0,0,2020
4403,0,0,1,0,0,50,2,1,1,11,0,1,0,2020
765,1,0,0,0,0,60,3,1,1,3,0,1,0,2020
8157,1,0,0,0,0,35,1,1,0,4,0,1,0,2020
341,0,0,0,1,0,80,3,2,1,2,0,1,0,2020
8017,0,0,0,0,1,100,3,3,1,3,0,0,0,2020
10249,0,0,1,0,0,50,2,1,1,11,0,1,0,2020
18,0,0,1,0,0,56,2,1,0,8,0,1,0,2020
4978,1,0,0,0,0,87,2,1,1,5,0,1,0,2020
3658,0,0,0,0,1,90,3,2,2,3,0,1,0,2022
1288,1,0,0,0,0,22,1,1,0,5,0,1,0,2023
2482,0,0,0,1,0,87,3,1,0,15,0,1,0,2025
2340,1,0,0,0,0,64,3,2,2,16,0,1,0,2030
3673,1,0,0,0,0,80,2,1,0,4,0,1,0,2030
2125,0,0,0,1,0,85,3,2,1,4,0,1,0,2031
1926,0,0,1,0,0,60,1,1,1,10,0,1,0,2031
6192,1,0,0,0,0,40,1,1,0,1,1,0,0,2040
9863,1,0,0,0,0,65,2,2,1,1,1,1,0,2040
8794,1,0,0,0,0,80,2,1,1,19,0,1,0,2040
2587,0,0,0,1,0,60,3,2,1,13,0,0,0,2040
3229,0,0,1,0,0,80,2,2,1,2,0,1,0,2042
3776,0,0,0,1,0,115,3,2,1,4,0,1,0,2044
3306,1,0,0,0,0,62,2,2,0,6,0,0,0,2045
10080,1,0,0,0,0,50,2,1,1,2,0,0,1,2049
9841,0,1,0,0,0,67,2,1,1,8,0,1,0,2050
9923,0,0,1,0,0,60,2,1,1,4,0,1,0,2050
8063,1,0,0,0,0,49,2,2,1,8,0,1,0,2050
10541,1,0,0,0,0,60,1,1,2,9,0,0,0,2050
4676,1,0,0,0,0,38,1,1,0,1,1,1,1,2050
9584,0,0,1,0,0,30,1,1,0,2,0,1,0,2050
8981,0,0,0,1,0,82,3,3,2,4,0,1,0,2050
6260,1,0,0,0,0,80,2,1,1,18,0,0,0,2050
1459,1,0,0,0,0,40,1,1,0,3,0,1,1,2050
9327,1,0,0,0,0,100,3,2,1,2,0,1,1,2050
3002,0,0,1,0,0,45,1,1,1,2,0,0,1,2050
919,0,0,1,0,0,35,1,1,0,3,0,1,1,2050
5844,0,0,1,0,0,23,1,1,0,4,0,0,0,2050
2593,1,0,0,0,0,56,2,1,0,3,0,1,0,2050
7185,1,0,0,0,0,60,2,1,0,6,0,1,0,2050
8909,1,0,0,0,0,79,2,1,0,1,1,1,0,2050
9068,1,0,0,0,0,39,1,1,0,3,0,1,1,2050
5712,0,0,1,0,0,53,2,2,1,7,0,1,0,2050
4391,0,1,0,0,0,68,2,2,2,4,0,1,0,2050
700,0,1,0,0,0,64,2,1,0,1,0,1,0,2050
301,0,1,0,0,0,64,2,2,2,7,0,1,0,2050
10360,1,0,0,0,0,150,3,3,2,1,1,1,0,2050
9478,1,0,0,0,0,56,2,2,1,2,0,0,0,2052
9758,0,0,0,1,0,109,3,1,1,11,0,1,0,2053
6359,1,0,0,0,0,50,2,1,0,1,0,1,0,2054
647,1,0,0,0,0,67,3,2,1,10,0,0,0,2056
8760,0,0,1,0,0,30,1,1,0,4,0,0,0,2057
8830,1,0,0,0,0,69,1,1,1,8,0,1,0,2057
2021,0,0,1,0,0,86,3,1,0,3,0,1,0,2058
1401,0,0,1,0,0,50,2,1,0,1,0,0,0,2059
3398,1,0,0,0,0,85,2,1,0,2,0,1,0,2059
4730,1,0,0,0,0,20,1,1,0,1,1,1,1,2060
8173,1,0,0,0,0,30,1,1,1,15,0,1,0,2060
587,1,0,0,0,0,20,1,1,0,1,0,1,1,2060
36,1,0,0,0,0,30,1,1,0,1,0,1,0,2060
1226,1,0,0,0,0,60,2,1,0,3,0,1,1,2060
7779,1,0,0,0,0,20,1,1,0,1,1,1,0,2060
8911,1,0,0,0,0,26,1,1,0,2,0,0,0,2060
2096,1,0,0,0,0,20,1,1,0,1,0,0,1,2060
4929,1,0,0,0,0,72,3,1,1,2,0,1,0,2061
5699,1,0,0,0,0,72,2,2,1,9,0,1,0,2066
6867,0,0,0,1,0,58,1,1,1,1,0,1,0,2067
8086,0,0,1,0,0,50,1,1,0,1,0,1,0,2068
9795,0,0,0,1,0,68,3,2,2,9,0,1,0,2068
2005,0,0,0,0,1,92,3,2,1,1,0,1,0,2068
8834,0,0,0,0,1,83,3,2,2,6,0,1,0,2068
6399,1,0,0,0,0,60,2,1,1,13,0,1,1,2070
8504,0,0,1,0,0,72,2,1,1,10,0,1,0,2070
181,1,0,0,0,0,57,2,1,1,7,0,1,0,2070
1967,0,0,1,0,0,33,1,1,0,2,0,1,0,2070
4470,0,1,0,0,0,69,2,2,1,1,1,1,1,2073
1701,0,0,1,0,0,25,1,1,0,3,0,1,0,2074
8214,0,0,1,0,0,47,2,1,0,4,0,1,0,2078
7719,1,0,0,0,0,62,2,1,1,8,0,0,0,2080
4388,1,0,0,0,0,35,1,1,0,6,0,1,1,2080
3516,0,0,0,0,1,55,2,2,1,6,0,0,0,2080
4889,1,0,0,0,0,28,1,1,1,5,0,1,0,2080
2110,1,0,0,0,0,30,1,1,0,3,0,1,0,2080
7290,0,0,0,0,1,110,3,2,0,5,0,1,0,2080
1859,0,1,0,0,0,62,2,2,1,10,0,1,0,2080
9338,1,0,0,0,0,80,2,1,1,1,1,1,0,2084
3793,1,0,0,0,0,88,3,1,2,5,0,1,0,2085
3748,0,0,0,1,0,90,3,2,1,2,0,1,0,2095
3670,1,0,0,0,0,57,2,1,2,3,0,1,1,2095
4809,0,0,0,0,1,70,2,1,1,4,0,1,1,2100
954,1,0,0,0,0,64,2,1,0,8,0,1,0,2100
1882,1,0,0,0,0,120,2,1,1,1,1,1,0,2100
6180,0,0,1,0,0,80,2,1,0,9,0,1,0,2100
743,1,0,0,0,0,197,3,1,2,1,1,1,0,2100
8468,1,0,0,0,0,100,3,1,1,10,0,1,0,2100
368,0,0,0,0,1,75,3,2,1,4,0,1,0,2100
9942,0,0,0,0,1,200,3,3,1,2,0,1,0,2100
10083,1,0,0,0,0,35,1,1,0,18,0,1,0,2100
2583,0,1,0,0,0,118,3,2,1,3,0,1,0,2100
5614,0,0,0,1,0,47,1,1,0,2,0,1,0,2100
5446,0,0,0,0,1,100,3,3,1,1,0,1,0,2100
6491,0,0,1,0,0,37,1,1,0,8,0,0,1,2100
5907,1,0,0,0,0,35,1,1,0,18,0,1,0,2100
8331,0,1,0,0,0,156,3,1,0,2,0,1,0,2100
6416,0,0,1,0,0,65,1,1,0,1,1,1,0,2100
8275,1,0,0,0,0,74,3,2,2,15,0,1,0,2100
4191,1,0,0,0,0,70,2,1,0,1,1,1,0,2100
6699,0,0,1,0,0,70,2,2,1,1,1,1,0,2100
8995,0,1,0,0,0,75,2,2,1,5,0,1,0,2100
10134,1,0,0,0,0,44,1,1,1,1,0,1,0,2100
2470,1,0,0,0,0,150,3,2,5,1,1,1,0,2100
3243,1,0,0,0,0,68,3,1,1,7,0,0,0,2100
1447,1,0,0,0,0,106,2,1,2,1,1,0,0,2100
3053,0,1,0,0,0,80,3,1,1,8,0,1,0,2100
298,0,0,1,0,0,70,2,1,1,3,0,1,0,2100
7005,0,0,0,0,1,100,3,2,1,1,1,1,1,2100
452,0,0,1,0,0,65,1,1,0,1,1,1,0,2100
7323,0,0,1,0,0,65,1,1,0,1,1,1,0,2100
3114,0,1,0,0,0,70,2,1,0,3,0,0,1,2100
10441,1,0,0,0,0,25,1,1,0,3,0,1,0,2100
6459,0,0,1,0,0,60,1,1,0,3,0,1,0,2100
10298,0,0,0,1,0,100,3,2,1,1,0,1,0,2100
4658,0,0,1,0,0,65,1,1,0,1,1,1,0,2100
5523,0,0,1,0,0,25,1,1,0,3,0,1,1,2100
6965,1,0,0,0,0,70,2,2,1,1,1,1,0,2100
9701,0,0,1,0,0,95,2,1,0,1,1,1,0,2100
1750,1,0,0,0,0,68,2,1,1,9,0,1,0,2100
8230,0,1,0,0,0,160,3,2,2,1,1,1,0,2100
3490,1,0,0,0,0,36,1,1,1,13,0,1,0,2100
5252,0,0,0,1,0,63,2,1,1,1,1,0,0,2102
3159,1,0,0,0,0,65,2,1,0,2,0,1,0,2105
5172,1,0,0,0,0,60,2,1,0,10,0,1,0,2107
2982,0,0,0,0,1,73,3,1,1,3,0,1,0,2107
1545,1,0,0,0,0,56,2,2,2,1,0,1,0,2110
3441,0,0,0,1,0,44,2,1,1,4,0,1,1,2110
5232,1,0,0,0,0,41,1,1,0,3,0,1,0,2110
10039,0,0,1,0,0,33,1,1,0,2,0,0,1,2110
3161,1,0,0,0,0,48,1,1,1,19,0,1,0,2113
1832,0,1,0,0,0,62,3,2,1,1,0,0,0,2114
4887,1,0,0,0,0,67,2,1,1,2,0,1,1,2114
5444,0,0,0,1,0,54,2,1,1,3,0,1,0,2120
7556,0,0,1,0,0,84,2,1,0,2,0,1,0,2120
759,0,0,1,0,0,78,2,2,1,8,0,1,0,2120
9906,0,0,1,0,0,84,2,1,0,2,0,1,0,2120
572,1,0,0,0,0,110,2,2,2,1,1,0,0,2120
9031,1,0,0,0,0,100,3,3,2,1,1,0,0,2120
5066,1,0,0,0,0,60,2,2,2,1,1,1,0,2120
1234,0,1,0,0,0,81,3,2,1,6,0,1,0,2120
2995,0,1,0,0,0,100,3,1,0,3,0,1,1,2120
3975,1,0,0,0,0,68,3,1,1,16,0,0,0,2122
3759,0,0,0,0,1,95,3,2,1,3,0,1,0,2122
2205,0,0,1,0,0,73,2,1,1,8,0,1,0,2122
193,1,0,0,0,0,30,1,1,0,1,1,0,1,2122
3489,0,0,0,1,0,69,2,2,1,14,0,1,0,2125
9615,0,1,0,0,0,70,3,1,1,9,0,0,0,2125
7213,1,0,0,0,0,43,2,1,1,1,0,0,0,2125
634,0,0,0,1,0,119,3,1,1,5,0,1,0,2126
10261,0,1,0,0,0,72,3,1,1,2,0,1,1,2130
524,0,0,1,0,0,26,1,1,0,7,0,1,1,2130
541,0,0,1,0,0,103,2,2,1,8,0,1,0,2130
3121,0,1,0,0,0,90,3,1,1,6,0,1,0,2130
5225,0,1,0,0,0,38,1,1,0,10,0,1,0,2130
1703,1,0,0,0,0,35,1,1,1,2,0,1,0,2130
4533,1,0,0,0,0,40,1,1,1,5,0,1,0,2130
1441,0,1,0,0,0,70,2,2,2,9,0,1,0,2135
1776,1,0,0,0,0,35,1,1,1,6,0,0,1,2136
4765,1,0,0,0,0,35,1,1,0,5,0,0,0,2140
4654,1,0,0,0,0,48,1,1,0,5,0,1,0,2140
87,1,0,0,0,0,63,2,2,0,15,0,0,0,2140
3510,1,0,0,0,0,65,2,2,1,4,0,1,0,2140
3138,0,0,1,0,0,65,2,2,0,2,0,1,0,2140
1907,0,1,0,0,0,65,3,2,0,5,0,0,0,2140
58,0,1,0,0,0,75,3,2,1,9,0,1,0,2140
10013,0,1,0,0,0,25,1,1,0,3,0,1,0,2143
5841,0,0,0,0,1,100,3,2,1,2,0,1,0,2145
9772,1,0,0,0,0,42,1,1,0,6,0,1,1,2145
5463,0,0,1,0,0,55,1,1,0,12,0,0,1,2145
4626,0,0,1,0,0,175,4,1,0,1,1,1,0,2146
4307,0,1,0,0,0,115,2,2,1,1,0,1,0,2147
10436,0,0,0,0,1,130,3,2,0,1,1,1,0,2149
6334,0,0,0,1,0,84,3,1,1,3,0,1,0,2150
1937,0,0,1,0,0,65,1,1,0,2,0,1,0,2150
2671,0,1,0,0,0,65,2,1,1,3,0,0,1,2150
2155,1,0,0,0,0,57,2,1,1,8,0,1,1,2150
321,0,1,0,0,0,92,2,2,1,2,0,1,0,2150
3917,0,0,1,0,0,65,1,1,0,4,0,1,0,2150
134,0,1,0,0,0,62,2,2,1,9,0,1,0,2150
9072,0,0,1,0,0,85,2,1,1,4,0,1,0,2150
9447,1,0,0,0,0,55,2,1,1,6,0,0,0,2150
8236,0,0,1,0,0,65,2,1,1,7,0,1,0,2150
864,0,0,0,0,1,130,4,1,3,1,1,0,0,2150
4131,0,1,0,0,0,110,2,2,1,2,0,1,0,2150
903,0,0,1,0,0,80,2,3,1,7,0,1,1,2150
4832,1,0,0,0,0,30,1,1,0,6,0,1,1,2150
8821,1,0,0,0,0,46,1,1,0,1,0,1,1,2150
7702,0,0,1,0,0,84,3,1,1,1,0,1,0,2150
3093,0,1,0,0,0,75,2,2,2,4,0,1,0,2150
2023,0,1,0,0,0,82,2,2,1,5,0,1,0,2150
2379,1,0,0,0,0,53,2,1,1,8,0,1,1,2150
4046,1,0,0,0,0,25,1,1,0,3,0,1,1,2150
3332,1,0,0,0,0,100,1,1,0,1,1,1,0,2150
9651,0,0,1,0,0,65,1,1,0,1,0,1,0,2150
5730,1,0,0,0,0,62,2,1,1,3,0,1,0,2150
1587,1,0,0,0,0,30,1,1,0,2,0,0,0,2154
1745,0,0,1,0,0,46,1,1,0,11,0,1,1,2159
9099,0,0,1,0,0,80,2,1,0,3,0,0,1,2160
9413,1,0,0,0,0,98,3,2,0,1,1,1,0,2160
3327,0,0,1,0,0,54,2,1,1,9,0,1,0,2160
1957,1,0,0,0,0,40,1,1,1,12,0,1,1,2160
3205,1,0,0,0,0,70,2,1,1,1,1,1,0,2160
6164,0,0,1,0,0,85,2,1,0,1,0,1,0,2160
1371,1,0,0,0,0,44,1,1,0,7,0,1,0,2160
6481,0,0,1,0,0,65,2,1,0,1,0,0,0,2160
1353,0,1,0,0,0,71,2,2,1,3,0,1,0,2161
6968,1,0,0,0,0,60,2,1,1,6,0,1,0,2164
4184,0,1,0,0,0,68,2,1,0,10,0,1,0,2165
3180,1,0,0,0,0,47,2,1,1,12,0,1,0,2167
9101,0,0,0,1,0,280,4,3,3,1,1,1,0,2167
1848,1,0,0,0,0,80,3,2,1,1,1,1,0,2170
7223,0,1,0,0,0,260,2,2,1,4,0,1,0,2170
6865,0,0,0,0,1,92,3,1,1,2,0,1,0,2170
4250,1,0,0,0,0,48,2,1,1,3,0,1,0,2170
9345,1,0,0,0,0,95,2,2,0,1,0,1,1,2171
8443,0,0,0,1,0,66,1,1,2,2,0,1,0,2177
3613,1,0,0,0,0,45,2,1,1,11,0,0,0,2177
7267,1,0,0,0,0,58,2,1,0,9,0,1,1,2177
3319,0,1,0,0,0,88,3,2,0,2,0,1,0,2178
3373,0,0,1,0,0,70,2,1,1,5,0,0,0,2180
7960,1,0,0,0,0,43,2,1,1,1,1,1,0,2180
6712,0,1,0,0,0,98,2,1,0,9,0,1,0,2180
5042,1,0,0,0,0,80,2,2,1,1,1,0,0,2188
2840,1,0,0,0,0,38,1,1,0,16,0,0,0,2189
9844,1,0,0,0,0,49,1,1,1,5,0,1,0,2190
6456,1,0,0,0,0,50,2,2,1,9,0,1,0,2190
7338,0,0,0,1,0,85,3,2,1,3,0,0,1,2190
3438,1,0,0,0,0,56,2,1,1,13,0,0,0,2190
5892,1,0,0,0,0,52,2,2,1,2,0,1,1,2191
4637,0,0,1,0,0,60,2,1,1,14,0,1,0,2192
8158,0,0,1,0,0,100,3,1,1,1,1,1,0,2195
4480,1,0,0,0,0,56,3,1,0,11,0,1,1,2196
1259,1,0,0,0,0,144,2,4,6,1,1,1,0,2196
8285,1,0,0,0,0,30,1,1,1,16,0,1,0,2198
35,0,1,0,0,0,38,1,1,2,11,0,0,0,2200
8578,0,0,1,0,0,60,2,1,1,8,0,1,0,2200
7770,0,0,0,0,1,25,2,1,0,1,0,0,0,2200
3280,1,0,0,0,0,45,1,1,0,1,1,0,0,2200
2994,1,0,0,0,0,60,2,1,3,1,1,1,0,2200
9952,0,1,0,0,0,90,2,2,1,2,0,1,0,2200
4864,1,0,0,0,0,13,1,1,0,1,0,1,0,2200
7331,0,0,0,0,1,45,1,1,1,4,0,1,1,2200
6883,1,0,0,0,0,120,3,1,0,1,1,1,0,2200
9904,1,0,0,0,0,130,2,1,1,1,0,1,0,2200
9061,1,0,0,0,0,33,2,1,0,6,0,1,0,2200
5006,0,1,0,0,0,68,2,2,1,2,0,1,0,2200
4463,1,0,0,0,0,90,1,1,0,1,1,1,0,2200
6578,1,0,0,0,0,110,2,2,1,1,1,1,0,2200
5174,0,0,0,0,1,96,3,2,1,6,0,1,0,2200
179,0,0,0,0,1,90,2,2,2,3,0,1,0,2200
6050,0,0,0,1,0,120,3,2,3,1,1,1,0,2200
10312,0,1,0,0,0,75,3,2,2,8,0,1,0,2200
2566,0,1,0,0,0,68,2,2,1,2,0,1,0,2200
8118,1,0,0,0,0,100,3,1,0,1,0,1,0,2200
5552,1,0,0,0,0,110,2,3,3,1,1,1,0,2200
947,0,1,0,0,0,68,3,2,1,10,0,1,0,2200
9296,0,0,0,0,1,109,3,2,2,2,0,1,0,2200
422,1,0,0,0,0,86,2,1,1,1,1,1,0,2200
3587,1,0,0,0,0,49,2,1,1,6,0,1,1,2200
5760,0,0,0,0,1,120,3,2,0,1,1,1,0,2200
3652,0,0,0,0,1,120,3,3,1,2,0,1,0,2200
4045,1,0,0,0,0,33,1,1,1,1,0,1,0,2200
9604,0,1,0,0,0,103,3,1,3,1,1,1,1,2200
10445,0,0,1,0,0,62,2,1,1,4,0,0,1,2200
10661,0,0,0,1,0,250,1,2,2,1,1,1,0,2200
10550,0,0,1,0,0,100,3,1,1,2,0,1,0,2200
913,0,1,0,0,0,68,2,2,1,3,0,1,0,2200
7120,0,1,0,0,0,89,2,2,1,2,0,1,0,2200
2032,0,1,0,0,0,68,2,2,1,1,0,1,0,2200
8135,1,0,0,0,0,90,2,2,1,1,1,1,0,2200
4276,1,0,0,0,0,76,2,1,0,12,0,1,0,2202
8904,1,0,0,0,0,35,1,2,1,2,0,1,0,2205
3172,0,0,0,0,1,85,2,2,1,6,0,1,0,2205
4751,1,0,0,0,0,75,3,2,1,16,0,1,0,2209
9033,1,0,0,0,0,82,3,1,1,8,0,0,0,2209
574,1,0,0,0,0,36,1,1,1,8,0,1,0,2210
985,0,0,0,0,1,80,3,2,1,2,0,1,0,2213
4247,1,0,0,0,0,87,3,2,3,3,0,1,0,2214
6765,0,1,0,0,0,73,3,1,0,2,0,1,0,2215
3824,1,0,0,0,0,100,3,2,1,3,0,1,0,2215
1694,1,0,0,0,0,45,2,1,1,9,0,1,0,2220
287,0,0,0,1,0,90,3,2,1,3,0,1,0,2220
9103,0,1,0,0,0,64,3,2,1,1,0,1,1,2220
2921,0,0,0,1,0,42,1,1,1,13,0,1,0,2220
2045,1,0,0,0,0,35,1,1,0,5,0,1,1,2220
7585,0,0,1,0,0,65,2,2,0,2,0,1,1,2220
8804,1,0,0,0,0,72,2,1,1,21,0,1,0,2220
4604,1,0,0,0,0,58,2,2,2,10,0,1,0,2220
10461,0,0,0,1,0,42,1,1,1,16,0,0,1,2222
5755,1,0,0,0,0,60,2,1,1,5,0,1,0,2225
5857,0,0,1,0,0,81,3,1,1,7,0,1,0,2225
5058,1,0,0,0,0,74,3,2,1,6,0,1,0,2228
929,1,0,0,0,0,70,3,1,1,14,0,0,0,2228
5207,1,0,0,0,0,23,1,1,0,7,0,1,1,2230
8305,1,0,0,0,0,32,1,1,1,15,0,1,0,2230
7422,1,0,0,0,0,54,1,1,0,5,0,1,0,2230
837,0,0,0,0,1,100,3,2,1,5,0,1,0,2230
5237,1,0,0,0,0,32,1,1,1,15,0,1,0,2230
6040,1,0,0,0,0,48,1,1,1,2,0,1,1,2230
9167,0,1,0,0,0,109,4,2,3,1,0,1,0,2230
9827,1,0,0,0,0,55,2,2,1,5,0,1,0,2230
