,São Paulo,Porto Alegre,Rio de Janeiro,Campinas,Belo Horizonte,area,rooms,bathroom,parking spaces,floor,isHouse,animal,furniture,y con + alu
7467,1,0,0,0,0,150,3,4,3,1,0,1,1,6420
6044,0,1,0,0,0,30,1,1,0,3,0,1,0,1500
9753,1,0,0,0,0,135,3,3,2,14,0,1,1,3636
4603,1,0,0,0,0,68,2,2,1,14,0,1,0,5500
506,1,0,0,0,0,155,4,5,3,14,0,0,0,7850
8514,0,0,1,0,0,90,3,1,0,2,0,1,0,1750
7739,1,0,0,0,0,22,1,1,0,25,0,1,0,2672
1396,1,0,0,0,0,120,3,1,0,11,0,1,0,2720
3458,0,1,0,0,0,120,2,2,1,3,0,1,1,2885
8398,0,0,1,0,0,34,1,1,0,7,0,1,0,2325
5527,0,0,1,0,0,250,3,2,1,7,0,1,0,8042
8119,0,1,0,0,0,111,2,2,0,15,0,1,0,2462
935,1,0,0,0,0,75,3,1,1,8,0,0,0,3037
5432,0,0,0,0,1,80,2,2,1,1,1,0,0,1705
9428,0,1,0,0,0,313,3,3,4,5,0,1,1,5150
334,0,1,0,0,0,37,1,1,1,2,0,1,0,3000
10469,1,0,0,0,0,300,4,5,4,6,0,1,0,8650
3260,0,0,0,0,1,300,3,5,0,1,1,1,0,5500
784,1,0,0,0,0,287,4,5,2,1,1,1,1,6000
1268,0,0,1,0,0,217,3,3,2,5,0,1,1,12787
4509,1,0,0,0,0,24,1,1,1,1,1,0,0,1310
9999,0,1,0,0,0,48,1,1,0,4,0,1,0,1000
9604,0,1,0,0,0,103,3,1,3,1,1,1,1,2200
6354,0,0,0,1,0,100,3,2,2,1,1,1,0,2250
6170,1,0,0,0,0,159,3,3,2,1,1,0,0,3300
8252,1,0,0,0,0,78,2,2,1,8,0,1,0,2266
3866,1,0,0,0,0,185,2,3,3,8,0,1,0,8100
6401,1,0,0,0,0,250,4,4,3,1,1,0,0,7500
609,0,0,0,1,0,96,3,2,2,10,0,1,0,4000
4651,0,0,0,0,1,160,3,3,3,1,1,0,0,4500
8636,1,0,0,0,0,134,3,3,2,18,0,1,1,4400
3472,1,0,0,0,0,63,2,2,1,16,0,1,0,2540
7959,1,0,0,0,0,400,3,4,5,1,1,1,1,9500
1162,0,1,0,0,0,72,2,2,2,6,0,1,0,2800
3229,0,0,1,0,0,80,2,2,1,2,0,1,0,2042
333,0,0,0,1,0,230,3,5,4,6,0,1,0,9300
2443,1,0,0,0,0,150,3,3,1,3,0,0,0,6729
4805,0,0,0,0,1,46,2,1,1,2,0,1,0,1150
3789,1,0,0,0,0,230,3,4,3,2,0,1,0,15700
8388,0,0,1,0,0,120,3,2,2,1,0,1,0,7084
3814,0,0,0,1,0,136,3,4,2,7,0,0,0,3470
7531,1,0,0,0,0,61,2,1,1,11,0,0,1,5365
8189,1,0,0,0,0,311,3,6,4,23,0,0,1,14300
7912,0,1,0,0,0,82,3,2,1,3,0,1,0,2470
1494,1,0,0,0,0,25,1,1,0,1,0,0,0,1200
4218,1,0,0,0,0,256,3,3,2,1,1,0,0,5600
7459,0,0,1,0,0,170,3,1,1,10,0,0,0,7888
2018,1,0,0,0,0,90,2,2,1,1,1,1,0,1800
5163,1,0,0,0,0,297,4,5,5,19,0,1,0,14882
4243,1,0,0,0,0,107,3,2,2,4,0,1,0,4693
9998,1,0,0,0,0,384,3,5,3,1,1,1,0,10000
2251,0,1,0,0,0,65,1,1,1,3,0,1,0,1406
3387,0,0,1,0,0,75,2,1,1,6,0,1,0,2720
8001,0,0,1,0,0,78,2,1,1,6,0,1,0,1607
10397,1,0,0,0,0,100,1,4,1,1,1,1,0,11000
8662,1,0,0,0,0,65,2,2,1,13,0,0,1,3900
6510,1,0,0,0,0,500,4,6,4,1,1,1,0,13000
1708,1,0,0,0,0,140,3,4,3,18,0,1,0,5100
4131,0,1,0,0,0,110,2,2,1,2,0,1,0,2150
2812,1,0,0,0,0,70,3,2,1,3,0,1,0,2758
2361,1,0,0,0,0,229,4,2,3,2,0,1,1,6600
5513,1,0,0,0,0,80,3,3,2,1,0,0,0,3980
9963,0,1,0,0,0,110,4,1,1,3,0,1,0,2800
1751,0,0,1,0,0,85,2,2,1,4,0,1,0,2563
10110,0,1,0,0,0,70,3,2,0,2,0,1,1,2540
9868,1,0,0,0,0,96,3,3,2,1,0,1,0,6048
1041,0,0,0,0,1,800,7,7,4,1,1,1,1,8900
6596,0,0,0,1,0,52,1,1,1,6,0,1,0,1110
9683,1,0,0,0,0,144,4,4,4,3,0,1,0,6800
4966,1,0,0,0,0,290,4,4,4,1,0,1,0,5900
2172,1,0,0,0,0,572,6,6,4,1,1,1,1,7800
7024,1,0,0,0,0,260,3,5,3,3,0,1,0,8900
9142,0,0,1,0,0,55,2,2,0,6,0,1,0,2740
6668,0,0,0,0,1,58,2,1,1,2,0,1,0,1100
9985,0,0,1,0,0,86,2,1,0,3,0,1,1,3400
10341,0,0,1,0,0,72,2,2,1,5,0,1,0,1700
1499,1,0,0,0,0,44,1,1,0,1,1,1,1,1800
5414,0,0,1,0,0,95,3,2,1,4,0,1,0,6602
5746,0,0,0,1,0,78,3,2,2,3,0,1,0,2295
4673,0,1,0,0,0,76,2,2,1,3,0,1,0,2450
4157,1,0,0,0,0,120,3,2,2,5,0,1,1,6760
7726,1,0,0,0,0,167,3,3,2,1,1,1,0,3700
3809,0,0,0,1,0,35,1,1,0,8,0,1,0,980
6828,1,0,0,0,0,174,3,5,3,24,0,1,0,8150
9910,0,0,1,0,0,140,4,3,1,8,0,1,0,9673
521,1,0,0,0,0,74,2,1,1,5,0,1,0,2593
4011,1,0,0,0,0,130,2,2,2,1,1,0,0,2700
5815,1,0,0,0,0,30,1,1,1,18,0,0,0,3950
4514,1,0,0,0,0,67,2,2,2,12,0,1,1,5620
5587,1,0,0,0,0,100,2,1,0,1,1,0,0,5000
8538,0,0,0,1,0,75,2,2,1,3,0,1,0,3106
8873,0,0,0,0,1,100,2,1,0,13,0,1,0,1950
2410,0,1,0,0,0,59,2,1,1,2,0,1,0,1282
5274,0,0,1,0,0,15,1,1,0,1,1,1,0,700
3288,1,0,0,0,0,101,3,3,2,1,0,1,0,5380
5535,0,1,0,0,0,88,2,2,1,3,0,1,0,2600
9616,1,0,0,0,0,105,3,2,2,5,0,1,0,2661
10102,1,0,0,0,0,90,2,1,2,1,1,1,0,1480
1038,1,0,0,0,0,108,3,3,2,3,0,1,0,6600
4604,1,0,0,0,0,58,2,2,2,10,0,1,0,2220
9808,1,0,0,0,0,30,1,1,1,7,0,0,0,3589
4718,1,0,0,0,0,170,3,5,3,7,0,0,0,6591
10010,1,0,0,0,0,70,2,2,0,2,0,1,1,6939
844,1,0,0,0,0,44,2,1,0,1,0,1,0,1385
5372,0,0,1,0,0,170,3,2,1,4,0,1,0,4400
8019,1,0,0,0,0,105,2,3,2,6,0,1,0,5050
6112,1,0,0,0,0,190,3,3,3,4,0,0,1,7000
6645,1,0,0,0,0,42,1,2,1,6,0,0,0,3190
3867,1,0,0,0,0,256,3,4,4,4,0,1,0,9800
3689,0,0,0,0,1,90,1,2,0,4,0,1,0,1625
3261,0,1,0,0,0,220,4,5,2,1,1,1,0,7000
10344,1,0,0,0,0,84,1,2,0,1,0,1,1,6850
212,1,0,0,0,0,110,3,2,0,1,1,0,0,2900
7369,1,0,0,0,0,110,4,4,1,1,1,1,0,6800
6083,0,0,1,0,0,80,2,2,1,8,0,1,0,3260
194,0,0,0,0,1,85,3,2,1,1,0,1,0,1837
11,0,0,0,1,0,46,1,1,1,10,0,1,0,1130
817,0,0,1,0,0,50,2,1,0,9,0,1,1,2855
1374,1,0,0,0,0,120,2,2,3,9,0,1,0,5749
4042,0,0,0,0,1,54,2,1,1,1,0,1,0,900
8496,0,1,0,0,0,281,4,4,2,5,0,1,0,4800
9115,1,0,0,0,0,150,3,3,2,3,0,0,0,5700
7792,1,0,0,0,0,143,3,2,3,7,0,1,0,5600
4654,1,0,0,0,0,48,1,1,0,5,0,1,0,2140
7885,0,0,0,1,0,245,4,3,2,9,0,1,0,12600
7559,0,1,0,0,0,43,1,1,1,18,0,1,1,3900
1025,0,1,0,0,0,62,2,2,1,7,0,0,1,4700
6204,0,0,1,0,0,30,1,1,0,9,0,1,1,2404
2654,1,0,0,0,0,429,5,4,6,1,1,1,0,12750
1511,0,0,0,1,0,64,2,1,1,1,1,1,0,1171
6863,1,0,0,0,0,138,2,3,2,13,0,1,0,9800
6840,0,0,0,0,1,110,3,2,1,2,0,0,0,1800
5436,0,1,0,0,0,106,3,3,1,2,0,1,0,3800
9510,1,0,0,0,0,163,3,4,3,13,0,1,1,5900
10625,0,0,0,1,0,92,3,3,2,11,0,1,0,2480
886,1,0,0,0,0,230,3,4,4,12,0,1,0,10300
5002,0,0,1,0,0,570,3,6,2,11,0,1,0,17000
7011,1,0,0,0,0,80,2,2,1,1,0,0,1,5024
9167,0,1,0,0,0,109,4,2,3,1,0,1,0,2230
9573,1,0,0,0,0,60,2,3,2,6,0,0,0,1830
244,0,1,0,0,0,47,1,1,1,1,0,0,1,2600
5556,0,0,0,0,1,140,4,3,2,3,0,1,0,3022
9663,0,0,0,0,1,240,4,4,6,13,0,0,0,16700
561,1,0,0,0,0,200,4,4,6,1,1,1,0,4320
8886,0,0,1,0,0,70,1,1,0,1,0,1,0,3034
9800,0,0,0,1,0,105,3,2,2,1,1,1,0,2000
6764,1,0,0,0,0,74,2,3,2,24,0,1,0,3650
10471,1,0,0,0,0,200,3,4,2,10,0,1,0,8300
287,0,0,0,1,0,90,3,2,1,3,0,1,0,2220
10472,0,0,0,1,0,900,3,6,8,1,1,1,0,17000
5472,1,0,0,0,0,37,1,1,1,4,0,1,0,2000
9729,0,0,0,0,1,114,3,2,2,8,0,0,0,4284
1550,0,1,0,0,0,32,1,1,0,1,1,1,1,980
5480,1,0,0,0,0,31,1,1,0,16,0,0,0,1905
1335,0,0,1,0,0,30,1,1,0,1,0,1,0,1510
4580,1,0,0,0,0,125,3,3,2,2,0,1,0,5500
7059,1,0,0,0,0,60,2,1,0,8,0,0,1,2235
6495,0,0,1,0,0,130,3,2,1,9,0,1,0,5850
7995,1,0,0,0,0,200,3,3,0,1,1,1,0,5000
7097,0,0,0,0,1,28,1,1,1,1,1,0,1,1800
9315,1,0,0,0,0,50,2,2,1,6,0,1,1,3360
5251,0,0,1,0,0,406,3,4,2,3,0,1,1,18200
2264,0,1,0,0,0,40,1,1,0,3,0,1,1,1454
3036,1,0,0,0,0,155,4,3,2,16,0,1,0,4550
6433,1,0,0,0,0,150,3,5,3,1,1,1,1,4500
5604,0,0,1,0,0,26,1,1,0,2,0,1,1,2680
7371,0,0,1,0,0,49,1,1,0,4,0,1,1,2740
7283,0,1,0,0,0,68,2,2,2,9,0,1,0,2800
1878,0,0,0,1,0,67,3,1,1,1,0,0,0,1241
915,0,1,0,0,0,600,5,4,5,1,1,1,1,12000
2439,0,0,1,0,0,118,3,2,0,2,0,1,0,2894
6484,0,1,0,0,0,180,6,2,3,1,0,1,0,4800
2944,0,0,0,0,1,200,4,3,3,7,0,1,1,9250
8685,0,0,0,0,1,150,4,2,2,1,0,1,0,5057
6013,1,0,0,0,0,103,3,2,0,14,0,1,0,3110
4852,0,0,0,1,0,44,1,1,0,8,0,1,1,1080
8577,1,0,0,0,0,233,4,5,4,7,0,1,1,14240
3406,1,0,0,0,0,210,3,2,3,1,1,1,0,4700
8137,0,1,0,0,0,282,4,2,4,1,1,1,1,5000
5561,1,0,0,0,0,150,3,2,1,6,0,0,0,6746
7654,0,1,0,0,0,70,3,2,1,7,0,1,0,2830
330,1,0,0,0,0,380,3,3,2,1,0,1,0,14580
6258,1,0,0,0,0,240,3,3,5,1,0,1,0,6500
7667,0,0,0,1,0,415,4,4,6,1,0,1,0,13400
5358,1,0,0,0,0,97,2,3,1,5,0,1,0,7260
7890,1,0,0,0,0,200,3,4,3,8,0,1,0,8480
1702,1,0,0,0,0,79,3,2,2,11,0,1,0,1942
4566,0,0,1,0,0,80,3,2,0,7,0,1,0,3670
1810,0,1,0,0,0,450,6,2,8,1,1,1,0,4000
9432,1,0,0,0,0,249,4,4,3,1,1,1,0,6800
3297,0,1,0,0,0,30,1,1,1,1,1,1,0,762
949,1,0,0,0,0,62,2,2,2,6,0,0,0,4230
783,0,0,0,0,1,90,3,2,2,2,0,0,0,2530
5129,0,0,0,0,1,2000,4,2,3,1,1,1,0,4956
10626,1,0,0,0,0,140,2,2,1,3,0,0,0,4882
4474,1,0,0,0,0,187,4,3,2,7,0,1,0,7699
6712,0,1,0,0,0,98,2,1,0,9,0,1,0,2180
4926,1,0,0,0,0,37,1,1,1,11,0,1,1,3600
4933,0,0,1,0,0,110,3,1,0,7,0,1,1,3480
900,0,0,0,0,1,130,3,3,1,2,0,1,0,3890
2074,1,0,0,0,0,127,4,3,2,4,0,1,0,5970
3142,1,0,0,0,0,248,3,4,3,2,0,1,0,9625
9311,0,0,1,0,0,140,3,2,0,2,0,1,0,4545
8395,0,0,0,0,1,70,3,2,2,1,0,1,0,2454
1781,0,0,1,0,0,300,4,3,2,5,0,0,1,14500
6573,1,0,0,0,0,140,2,3,1,1,1,1,0,3850
1317,0,0,1,0,0,77,2,2,2,2,0,1,0,5239
3982,0,1,0,0,0,70,2,2,0,7,0,1,1,3700
4290,1,0,0,0,0,380,4,5,5,3,0,1,0,19200
9938,1,0,0,0,0,250,4,2,1,1,1,1,1,3500
4048,0,0,1,0,0,130,4,2,2,7,0,1,1,5500
9037,0,0,1,0,0,134,3,4,2,3,0,1,1,8900
1094,1,0,0,0,0,272,5,5,2,1,1,1,0,11000
8382,1,0,0,0,0,68,3,1,1,1,0,1,0,1970
214,1,0,0,0,0,35,1,1,1,8,0,1,1,3720
4226,0,0,1,0,0,40,1,1,0,2,0,1,0,1200
4171,1,0,0,0,0,100,3,2,2,11,0,1,1,9189
8678,0,0,0,0,1,200,6,2,1,1,1,1,0,3400
366,0,1,0,0,0,25,1,1,0,1,1,1,1,1270
2843,1,0,0,0,0,360,4,7,5,2,0,1,0,7890
8235,0,0,1,0,0,170,3,1,1,10,0,1,1,3080
4815,1,0,0,0,0,100,3,2,0,1,1,1,0,3000
5978,1,0,0,0,0,78,3,1,2,7,0,1,1,3680
519,1,0,0,0,0,35,1,1,0,5,0,0,1,2250
3028,1,0,0,0,0,220,4,4,4,8,0,1,0,6558
1827,1,0,0,0,0,336,4,4,6,1,1,1,0,7677
9615,0,1,0,0,0,70,3,1,1,9,0,0,0,2125
5939,0,0,1,0,0,180,3,3,0,1,1,1,0,2520
10216,1,0,0,0,0,113,3,2,1,4,0,1,0,4000
5182,0,0,0,0,1,92,3,3,2,2,0,1,0,1900
16,1,0,0,0,0,110,2,2,1,1,0,1,0,3700
3057,0,0,1,0,0,91,2,2,1,1,0,1,0,4552
3393,0,1,0,0,0,80,2,1,1,1,0,1,0,833
140,1,0,0,0,0,100,3,2,2,1,1,0,0,1600
9831,0,0,0,0,1,90,2,1,1,4,0,1,0,1900
7993,0,0,0,0,1,45,1,1,1,6,0,1,0,3708
5449,1,0,0,0,0,185,2,2,2,1,1,0,0,1850
7685,0,0,0,1,0,36,1,1,0,5,0,1,0,990
5537,0,1,0,0,0,76,1,1,0,5,0,0,1,1993
1366,0,1,0,0,0,42,1,1,0,3,0,1,1,1200
9000,0,0,0,0,1,64,2,1,1,1,0,0,0,1410
4745,0,1,0,0,0,48,1,1,1,12,0,1,1,3450
7961,0,0,1,0,0,180,4,2,1,2,0,1,1,7955
101,0,1,0,0,0,67,3,2,2,4,0,1,0,2800
6478,1,0,0,0,0,200,2,2,1,10,0,1,1,12200
238,0,0,0,1,0,43,1,1,1,4,0,1,1,2598
8254,1,0,0,0,0,84,2,1,2,11,0,0,1,4800
8317,1,0,0,0,0,27,1,1,0,1,1,0,0,835
5048,1,0,0,0,0,218,4,4,2,1,0,1,0,7750
1881,1,0,0,0,0,99,3,2,1,3,0,1,0,2890
9951,0,1,0,0,0,114,3,1,0,3,0,1,0,1910
1012,0,0,0,1,0,70,2,1,1,3,0,1,0,1775
8226,1,0,0,0,0,126,4,3,2,4,0,0,0,6000
2582,1,0,0,0,0,160,4,4,0,9,0,1,1,4475
4385,0,0,1,0,0,80,2,2,1,2,0,1,1,2850
8177,0,0,1,0,0,100,3,1,0,2,0,1,0,2000
9712,0,0,1,0,0,31,1,1,0,5,0,0,0,2380
6464,1,0,0,0,0,172,4,3,1,1,1,1,0,3500
7078,1,0,0,0,0,207,3,4,3,3,0,1,0,5100
7360,0,0,1,0,0,28,1,1,0,5,0,1,0,1620
3792,0,0,0,0,1,800,8,7,4,1,1,1,0,14000
6135,1,0,0,0,0,30,1,1,0,1,1,0,0,650
6994,1,0,0,0,0,93,3,3,2,5,0,1,1,5403
10685,1,0,0,0,0,83,3,2,2,11,0,1,0,8409
3693,1,0,0,0,0,94,3,2,2,12,0,0,0,8196
1730,1,0,0,0,0,211,3,5,3,12,0,1,1,9500
6502,0,0,0,0,1,45,1,1,0,9,0,1,0,1385
6993,0,0,0,1,0,89,3,2,1,7,0,1,0,2660
6056,0,0,0,0,1,140,4,2,2,3,0,1,0,2777
6584,0,0,1,0,0,60,2,1,0,1,0,1,1,3615
1048,0,0,0,0,1,600,5,5,2,1,1,1,0,7500
7646,1,0,0,0,0,180,3,3,1,1,1,0,0,3000
4470,0,1,0,0,0,69,2,2,1,1,1,1,1,2073
5518,0,0,0,0,1,70,2,1,1,3,0,1,0,1490
3565,1,0,0,0,0,30,1,1,0,1,1,0,0,1000
1016,1,0,0,0,0,57,2,2,1,8,0,1,0,2908
10586,1,0,0,0,0,260,2,5,5,1,1,1,0,8000
6278,0,1,0,0,0,100,2,2,2,1,1,1,0,2320
8344,1,0,0,0,0,168,3,4,2,9,0,1,0,7300
3669,0,1,0,0,0,80,2,1,1,8,0,1,0,4755
7865,1,0,0,0,0,350,4,4,4,1,1,1,0,13000
3520,0,0,0,1,0,292,4,4,3,13,0,1,0,5400
6521,1,0,0,0,0,375,4,5,5,1,0,1,0,19793
2971,1,0,0,0,0,271,3,2,2,1,1,1,0,4800
7256,1,0,0,0,0,35,1,1,0,5,0,1,1,2318
2931,0,0,1,0,0,53,2,1,1,4,0,1,1,1604
10248,1,0,0,0,0,45,1,1,0,12,0,0,0,3813
639,1,0,0,0,0,83,2,3,2,1,1,1,0,3700
1921,0,0,0,0,1,58,2,2,1,4,0,1,0,1260
7394,0,0,0,0,1,55,2,1,1,3,0,0,0,1050
4809,0,0,0,0,1,70,2,1,1,4,0,1,1,2100
1814,1,0,0,0,0,40,1,1,0,1,1,0,0,880
927,1,0,0,0,0,50,2,2,1,1,0,1,0,1725
224,1,0,0,0,0,210,4,4,3,3,0,1,0,6945
10568,0,0,1,0,0,160,3,2,0,8,0,0,1,7627
6957,0,0,1,0,0,91,2,2,1,14,0,1,1,14997
4269,1,0,0,0,0,230,4,5,4,4,0,0,0,9500
8437,0,0,1,0,0,55,1,1,1,1,0,1,1,5150
972,0,0,0,0,1,181,3,3,3,1,1,1,0,5500
9117,1,0,0,0,0,310,3,3,2,1,1,0,0,10400
2806,0,0,1,0,0,264,4,4,1,2,0,0,1,10200
509,0,1,0,0,0,350,3,2,4,1,1,1,1,6522
10588,1,0,0,0,0,114,2,2,1,4,0,1,0,3405
1216,1,0,0,0,0,120,3,2,1,6,0,1,0,3450
177,1,0,0,0,0,110,3,3,3,4,0,1,0,3545
2501,1,0,0,0,0,47,1,1,0,7,0,1,0,3590
3016,1,0,0,0,0,60,2,2,1,17,0,1,0,1690
8831,0,0,0,1,0,157,3,2,2,15,0,1,0,3490
7991,1,0,0,0,0,500,3,4,7,1,1,0,0,9300
1113,1,0,0,0,0,130,3,2,2,15,0,0,0,7600
5845,1,0,0,0,0,50,1,1,0,1,1,0,0,1200
7907,0,0,0,0,1,449,5,7,4,1,1,1,0,15000
7902,1,0,0,0,0,40,1,1,1,13,0,0,1,3330
8023,1,0,0,0,0,50,1,1,0,7,0,1,0,2588
3722,0,0,1,0,0,421,3,3,1,7,0,1,1,15000
9940,1,0,0,0,0,57,2,2,2,10,0,1,0,2850
505,1,0,0,0,0,64,1,1,1,15,0,0,0,4220
8081,1,0,0,0,0,210,3,4,4,2,0,0,0,8365
6575,1,0,0,0,0,350,3,4,6,1,1,1,0,3850
2671,0,1,0,0,0,65,2,1,1,3,0,0,1,2150
9309,0,0,1,0,0,46,2,1,1,8,0,1,0,2550
10127,1,0,0,0,0,35,1,1,0,1,1,1,0,1100
3424,1,0,0,0,0,120,4,3,3,8,0,1,0,5110
9359,0,0,0,0,1,115,3,3,1,1,0,0,0,2235
4552,1,0,0,0,0,170,3,2,2,4,0,1,1,10970
6115,0,0,0,0,1,950,6,6,2,1,1,1,0,11130
8238,1,0,0,0,0,20,1,1,0,4,0,0,1,3292
6772,0,0,0,1,0,60,3,1,1,1,1,0,0,1537
2442,0,0,0,1,0,348,3,3,3,1,1,1,0,4850
8584,0,1,0,0,0,80,2,1,0,1,1,1,1,1610
2053,0,0,0,0,1,132,3,3,2,2,0,1,0,1500
1836,1,0,0,0,0,150,3,2,2,2,0,1,0,3181
4630,1,0,0,0,0,50,1,1,0,3,0,1,0,3160
10567,0,0,0,1,0,270,3,3,5,1,1,1,0,7500
2541,0,0,0,0,1,75,3,2,1,1,0,1,0,1390
8861,1,0,0,0,0,50,1,1,0,1,0,0,0,980
1441,0,1,0,0,0,70,2,2,2,9,0,1,0,2135
7600,0,1,0,0,0,54,1,1,1,4,0,0,0,1500
2312,0,0,0,0,1,50,1,1,2,4,0,1,0,1500
3524,1,0,0,0,0,366,4,5,5,8,0,1,1,19000
5410,0,0,0,1,0,115,2,3,2,4,0,1,1,4187
3632,0,1,0,0,0,50,1,1,0,1,0,1,0,1387
8848,0,0,0,0,1,55,2,1,1,9,0,0,0,1955
10037,1,0,0,0,0,120,3,3,2,1,1,1,0,2750
7414,1,0,0,0,0,400,4,6,4,8,0,1,1,14285
10286,1,0,0,0,0,300,3,2,2,1,1,1,1,8820
1506,1,0,0,0,0,230,3,4,0,16,0,1,1,4700
10109,1,0,0,0,0,72,2,2,2,7,0,1,0,3850
812,1,0,0,0,0,90,3,2,2,1,0,1,0,3017
8915,0,0,1,0,0,50,2,1,0,1,1,1,0,1170
3384,1,0,0,0,0,200,4,3,2,8,0,1,0,6844
1187,0,0,0,0,1,40,1,1,1,13,0,1,0,3191
7344,1,0,0,0,0,62,3,1,1,7,0,0,0,2000
10064,1,0,0,0,0,98,2,2,0,8,0,1,0,5100
4867,0,0,0,0,1,80,2,2,2,19,0,0,0,5450
9572,1,0,0,0,0,35,1,1,0,15,0,1,0,1800
10361,0,0,1,0,0,200,4,3,4,10,0,1,0,8931
4067,0,0,0,0,1,156,4,2,2,3,0,0,0,3135
5695,0,1,0,0,0,42,2,1,1,2,0,1,0,1823
7040,1,0,0,0,0,146,3,2,2,14,0,1,1,4900
5772,1,0,0,0,0,147,3,3,2,7,0,1,0,3720
9973,0,0,0,0,1,30,1,1,0,1,0,0,0,1200
4266,0,1,0,0,0,106,3,3,2,3,0,1,0,2887
8825,1,0,0,0,0,80,2,2,1,3,0,1,0,2900
4887,1,0,0,0,0,67,2,1,1,2,0,1,1,2114
3903,0,0,0,0,1,83,4,2,2,4,0,1,0,1770
315,1,0,0,0,0,230,4,2,3,1,0,1,0,8600
3985,1,0,0,0,0,350,3,6,4,19,0,1,0,10700
961,0,1,0,0,0,340,5,4,4,1,1,1,0,4800
1801,1,0,0,0,0,135,3,2,1,4,0,1,0,4668
8412,0,0,0,1,0,30,1,1,0,4,0,1,0,839
1307,1,0,0,0,0,40,1,1,0,1,1,0,0,780
5482,0,0,0,1,0,138,3,3,0,2,0,1,0,8000
5453,1,0,0,0,0,49,1,1,0,11,0,1,0,4543
1590,0,0,0,0,1,62,2,1,1,3,0,1,0,1150
8124,0,0,0,0,1,268,4,2,4,1,0,0,0,3975
8353,1,0,0,0,0,76,1,2,1,4,0,1,1,5380
3907,1,0,0,0,0,700,5,7,3,1,1,1,1,13000
4558,1,0,0,0,0,289,3,3,2,6,0,0,0,17850
4194,1,0,0,0,0,35,3,2,0,1,1,1,0,1600
5092,1,0,0,0,0,300,3,4,6,1,1,1,0,3200
1151,1,0,0,0,0,68,2,2,1,14,0,1,0,2845
4037,0,0,0,1,0,578,4,5,8,1,1,1,0,9500
7062,1,0,0,0,0,350,3,6,4,28,0,1,1,14100
4895,1,0,0,0,0,75,3,3,2,10,0,1,0,2865
1937,0,0,1,0,0,65,1,1,0,2,0,1,0,2150
5184,0,0,1,0,0,85,2,1,0,1,1,1,0,3270
1458,1,0,0,0,0,45,1,1,1,1,0,0,1,8520
7554,1,0,0,0,0,90,3,3,1,11,0,1,0,5997
4275,0,1,0,0,0,50,1,1,0,3,0,1,0,870
10505,0,0,0,0,1,66,2,1,1,3,0,1,0,1200
10350,0,0,1,0,0,90,2,2,1,1,0,1,1,4024
9252,1,0,0,0,0,25,1,1,0,1,1,1,0,1220
1850,0,1,0,0,0,50,1,1,1,7,0,1,0,1050
10069,1,0,0,0,0,65,2,2,1,20,0,1,1,6700
1635,1,0,0,0,0,418,2,4,3,17,0,0,0,12149
1939,1,0,0,0,0,22,1,1,0,25,0,1,0,2485
1938,1,0,0,0,0,58,1,1,1,1,0,0,0,2320
6640,1,0,0,0,0,106,3,2,2,6,0,1,0,6920
9300,1,0,0,0,0,60,2,1,1,5,0,1,0,1755
8015,0,0,1,0,0,15,1,1,0,1,1,1,0,700
4670,1,0,0,0,0,126,3,4,1,3,0,1,0,5980
10338,1,0,0,0,0,90,2,1,0,1,0,1,0,2000
2934,1,0,0,0,0,103,3,2,2,4,0,1,1,8650
9582,0,0,0,0,1,280,4,2,3,3,0,0,0,5300
10326,0,0,0,1,0,290,4,3,1,5,0,1,0,3950
6227,1,0,0,0,0,60,2,2,1,11,0,0,1,6658
4621,1,0,0,0,0,350,7,4,2,1,1,0,0,8000
5657,0,0,0,0,1,70,3,1,0,1,0,1,0,1405
9350,1,0,0,0,0,124,3,1,0,8,0,0,0,2400
4849,0,1,0,0,0,193,4,3,4,1,1,1,1,4000
2618,0,0,0,0,1,144,4,3,3,14,0,0,1,5550
4972,1,0,0,0,0,160,3,3,1,11,0,1,0,5179
10603,1,0,0,0,0,290,3,4,3,7,0,1,1,12670
2372,1,0,0,0,0,45,2,1,1,14,0,1,0,1770
4802,1,0,0,0,0,146,3,4,3,4,0,1,0,8100
862,1,0,0,0,0,190,3,4,2,10,0,0,0,7764
8874,1,0,0,0,0,300,3,3,8,1,1,1,0,5500
5452,1,0,0,0,0,47,2,2,2,6,0,1,1,3131
6561,0,0,1,0,0,160,3,2,1,11,0,1,0,6560
1083,1,0,0,0,0,50,2,2,2,6,0,1,1,8790
7338,0,0,0,1,0,85,3,2,1,3,0,0,1,2190
1015,1,0,0,0,0,63,2,1,1,3,0,1,0,1720
4977,0,1,0,0,0,45,1,1,1,18,0,0,0,2450
3538,1,0,0,0,0,66,1,1,1,1,0,1,1,3150
7146,0,0,1,0,0,65,1,1,0,4,0,1,0,2550
563,1,0,0,0,0,68,2,2,1,2,0,1,1,3590
1168,1,0,0,0,0,150,4,4,3,1,1,1,0,4100
1164,1,0,0,0,0,70,2,1,2,7,0,1,0,1943
6175,0,0,0,1,0,92,3,2,3,1,0,1,1,3277
7401,1,0,0,0,0,204,4,3,1,2,0,1,1,7774
6233,1,0,0,0,0,100,2,4,0,1,0,1,0,3000
7604,0,0,0,0,1,175,4,4,3,10,0,1,0,7300
2673,1,0,0,0,0,136,3,3,2,12,0,1,0,4138
8605,1,0,0,0,0,160,4,3,2,20,0,1,1,6860
8894,1,0,0,0,0,45,1,1,0,1,1,0,0,950
